 cs, lang, valid, onsale, homepage, mailist, special, txt_title, txt_summary, rdate, stock, hide_stock_end, catalog_num, site_price, club_price, pricelist_price, buy_price, cash_price, delivery_price, vat_included, profit_percent, supply_days, payments, txt_warranty, txt_model, sale_type, product_type, delivery_points, supplier_id
1148, heb,1,0,0,0,0, ארמון נסיכות ורוד עננים, ,2023-12-03 09:15:00,0,0,1508,9.9,0,0,0,0,0,1,0,0,0, , , normal,0,1,0
1150, heb,0,0,0,0,0, פיית יער כחולה ורודה, ,2023-05-16 10:27:30,0,0,601,24.9,0,0,0,0,0,1,0,0,0, , , normal,0,1,0
1152, heb,1,0,0,0,0, מלונה קסומה, ,2023-12-31 17:25:52,0,0,1512,4.9,0,0,0,0,0,1,0,0,0, , , normal,0,1,0
1154, heb,1,0,0,0,0, בית לחיות בחר צבע, ,2023-12-31 17:37:47,0,0,1524,4.9,0,0,0,0,0,1,0,0,0, , , normal,0,1,0
1156, heb,1,0,0,0,0, קוטג' צבעוני בחר צבע, ,2023-12-31 17:50:03,0,0,1515,4.9,0,0,0,0,0,1,0,0,0, , , normal,0,1,0
1158, heb,1,0,0,0,0, בית לארנב מספר 1, , 0000-00-00 00:00:00,0,0,1509,4.9,0,0,0,0,0,0,0,0,0, , , ,0,0,0
1160, heb,1,0,0,0,0, בית לדובי מספר 2, , 0000-00-00 00:00:00,0,0,1510,4.9,0,0,0,0,0,0,0,0,0, , , ,0,0,0
1162, heb,1,0,0,0,0, בית לכלבלב מספר 3, , 0000-00-00 00:00:00,0,0,1511,4.9,0,0,0,0,0,0,0,0,0, , , ,0,0,0
1164, heb,1,0,0,0,0, שלישיית בתים לחיות, , 0000-00-00 00:00:00,0,0,1525,13.9,0,0,0,0,0,0,0,0,0, , , ,0,0,0
1166, heb,1,0,0,0,0, קוטג' ורוד מספר 3, , 0000-00-00 00:00:00,0,0,1526,4.9,0,0,0,0,0,0,0,0,0, , , ,0,0,0
1168, heb,1,0,0,0,0, קוטג' כחול מספר 4, , 0000-00-00 00:00:00,0,0,1527,4.9,0,0,0,0,0,0,0,0,0, , , ,0,0,0
1170, heb,1,0,0,0,0, קוטג' צהוב מספר 2, , 0000-00-00 00:00:00,0,0,1528,4.9,0,0,0,0,0,0,0,0,0, , , ,0,0,0
1172, heb,1,0,0,0,0, קוטג' צהוב בהיר מספר 1, , 0000-00-00 00:00:00,0,0,1529,4.9,0,0,0,0,0,0,0,0,0, , , ,0,0,0
1174, heb,1,0,0,0,0, רביעיית בתי קוטג', , 0000-00-00 00:00:00,0,0,1530,18.9,0,0,0,0,0,0,0,0,0, , , ,0,0,0
1176, heb,1,0,0,0,0, מארז מלונה קסומה 5 יח, ,2023-12-31 17:25:52,0,0,1531,19.9,0,0,0,0,0,1,0,0,0, , , normal,0,1,0
1178, heb,1,0,0,0,0, מארז בית לחיות 3 יח, ,2023-12-31 17:37:47,0,0,1532,13.9,0,0,0,0,0,1,0,0,0, , , normal,0,1,0
1188, heb,1,0,0,0,0, מארז קוטג' צבעוני 4 יח, ,2023-12-31 17:50:03,0,0,1533,18.9,0,0,0,0,0,1,0,0,0, , , normal,0,1,0
1200, heb,1,0,0,0,0," בית קסום מהאגדות 4*7 ס""מ בחר דוגמא", ,2024-01-01 17:03:28,0,0,1520,10.9,0,0,0,0,0,1,0,0,0, , , normal,0,1,0
1202, heb,1,0,0,0,0," בית קסום מהאגדות 5*6 ס""מ בחר דוגמא", ,2024-01-01 17:03:28,0,0,1521,7.9,0,0,0,0,0,1,0,0,0, , , normal,0,1,0
1204, heb,1,0,0,0,0, בת ים קסומה בחר צבע, ,2024-01-01 17:28:49,0,0,1126,8.9,0,0,0,0,0,1,0,0,0, , , normal,0,1,0
1206, heb,1,0,0,0,0, בת ים טורקיז, , 0000-00-00 00:00:00,0,0,1128,8.9,0,0,0,0,0,0,0,0,0, , , ,0,0,0
1208, heb,1,0,0,0,0, בת ים תכלת, , 0000-00-00 00:00:00,0,0,1129,8.9,0,0,0,0,0,0,0,0,0, , , ,0,0,0
1210, heb,1,0,0,0,0, בת ים ורודה, , 0000-00-00 00:00:00,0,0,1127,8.9,0,0,0,0,0,0,0,0,0, , , ,0,0,0
1212, heb,1,0,0,0,0, בת ים סגולה, , 0000-00-00 00:00:00,0,0,1130,8.9,0,0,0,0,0,0,0,0,0, , , ,0,0,0
1214, heb,1,0,0,0,0, 4 בנות ים, , 0000-00-00 00:00:00,0,0,1140,29.9,0,0,0,0,0,0,0,0,0, , , ,0,0,0
1216, heb,1,0,0,0,0, שלישיית חיות קסומות , ,2024-01-01 17:45:29,0,0,184,21.9,0,0,0,0,0,1,0,0,0, , , normal,0,1,0
1218, heb,1,0,0,0,0, חיות קסומות פנדה, , 0000-00-00 00:00:00,0,0,186,8.5,0,0,0,0,0,0,0,0,0, , , ,0,0,0
1220, heb,1,0,0,0,0, חיות קסומות חתול, , 0000-00-00 00:00:00,0,0,185,8.5,0,0,0,0,0,0,0,0,0, , , ,0,0,0
1222, heb,1,0,0,0,0, חיות קסומות ארנב, , 0000-00-00 00:00:00,0,0,187,8.5,0,0,0,0,0,0,0,0,0, , , ,0,0,0
1224, heb,1,0,0,0,0, שלישיית חיות קסומות, , 0000-00-00 00:00:00,0,0,190,21.9,0,0,0,0,0,0,0,0,0, , , ,0,0,0
1228, heb,1,0,0,0,0, חיות קסומות איילה ורודה, ,2024-01-01 17:45:29,0,0,188,8.5,0,0,0,0,0,1,0,0,0, , , normal,0,1,0
1238, heb,1,0,1,0,0, ערכת יצירה בת הים הקסומה, ,2024-01-03 11:43:59,0,0,2108,79,0,0,0,0,0,1,0,0,0, , , normal,0,1,0
1240, heb,1,0,0,0,0, ערכת יצירה אגם הברבורים, ,2024-01-03 12:35:16,0,0,2116,69,0,0,0,0,0,1,0,0,0, , , normal,0,1,0
1242, heb,1,0,0,0,0, ערכת יצירה הנסיכה הקסומה, ,2024-01-03 12:44:31,0,0,2124,69,0,0,0,0,0,1,0,0,0, , , normal,0,1,0
1244, heb,1,0,0,0,0, ערכת יצירה חד קרן, ,2024-01-03 12:53:31,0,1,2132,69,0,0,0,0,0,1,0,0,0, , , normal,0,1,0
1246, heb,1,0,0,0,0, ערכת יצירה פיקניק חיות היער, ,2024-01-04 07:51:00,0,0,2140,69,0,0,0,0,0,1,0,0,0, , , normal,0,1,0
1248, heb,1,0,0,0,0, ערכת יצירה עמק הסוסים, ,2024-01-04 08:06:59,0,0,2148,59,0,0,0,0,0,1,0,0,0, , , normal,0,1,0
1250, heb,1,0,0,0,0, בית קסום מספר 1, , 0000-00-00 00:00:00,0,0,1539,7.9,0,0,0,0,0,0,0,0,0, , , ,0,0,0
1252, heb,1,0,0,0,0, בית קסום מספר 2, , 0000-00-00 00:00:00,0,0,1540,7.9,0,0,0,0,0,0,0,0,0, , , ,0,0,0
1254, heb,1,0,0,0,0, בית קסום מספר 3, , 0000-00-00 00:00:00,0,0,1541,7.9,0,0,0,0,0,0,0,0,0, , , ,0,0,0
1256, heb,1,0,0,0,0, בית קסום מספר 4, , 0000-00-00 00:00:00,0,0,1542,7.9,0,0,0,0,0,0,0,0,0, , , ,0,0,0
1258, heb,1,0,0,0,0, רביעית בתים קסומים, , 0000-00-00 00:00:00,0,0,1543,29.9,0,0,0,0,0,0,0,0,0, , , ,0,0,0
1260, heb,1,0,0,0,0, בית קסום מספר 1, , 0000-00-00 00:00:00,0,0,1534,10.9,0,0,0,0,0,0,0,0,0, , , ,0,0,0
1262, heb,1,0,0,0,0, בית קסום מספר 2, , 0000-00-00 00:00:00,0,0,1535,10.9,0,0,0,0,0,0,0,0,0, , , ,0,0,0
1264, heb,1,0,0,0,0, בית קסום מספר 3, , 0000-00-00 00:00:00,0,0,1536,10.9,0,0,0,0,0,0,0,0,0, , , ,0,0,0
1266, heb,1,0,0,0,0, בית קסום מספר 4, , 0000-00-00 00:00:00,0,0,1537,10.9,0,0,0,0,0,0,0,0,0, , , ,0,0,0
1268, heb,1,0,0,0,0, רביעיית בתים קסומים, , 0000-00-00 00:00:00,0,0,1538,39.9,0,0,0,0,0,0,0,0,0, , , ,0,0,0
1270, heb,1,0,0,0,0, מארז ערכות  בת הים הקסומה  יש להיכנס לתוך המוצר ולבחור כמות, המחיר יורד בהתאם לכמות,2024-01-03 11:43:59,0,0,2109,64,0,0,0,0,0,1,0,0,0, , , normal,0,1,0
1272, heb,1,0,0,0,0, 5 ערכות 64 שח ליחידה סכה 320 שח, , 0000-00-00 00:00:00,0,0,2110,320,0,0,0,0,0,0,0,0,0, , , ,0,0,0
1274, heb,1,0,0,0,0, 6 ערכות 63 שח ליחידה סכה 378 שח, , 0000-00-00 00:00:00,0,0,2111,378,0,0,0,0,0,0,0,0,0, , , ,0,0,0
1276, heb,1,0,0,0,0, 7 ערכות 62 שח ליחידה סכה 434 שח, , 0000-00-00 00:00:00,0,0,2112,434,0,0,0,0,0,0,0,0,0, , , ,0,0,0
1278, heb,1,0,0,0,0, 8 ערכות 61 שח ליחידה סכה 488  שח, , 0000-00-00 00:00:00,0,0,2113,488,0,0,0,0,0,0,0,0,0, , , ,0,0,0
1280, heb,1,0,0,0,0, 9 ערכות 60 שח ליחידה סכה 540 שח, , 0000-00-00 00:00:00,0,0,2114,540,0,0,0,0,0,0,0,0,0, , , ,0,0,0
1282, heb,1,0,0,0,0, 10 ערכות 59 שח ליחידה סכה 599 שח, , 0000-00-00 00:00:00,0,0,2115,599,0,0,0,0,0,0,0,0,0, , , ,0,0,0
1296, heb,1,0,0,0,0, מארז ערכות הנסיכה הקסומה  יש להיכנס לתוך המוצר ולבחור כמות, המחר יורד בהתאם לבחירת הכמות,2024-01-03 12:44:31,0,0,2125,64,0,0,0,0,0,1,0,0,0, , , normal,0,1,0
1298, heb,1,0,0,0,0, 5 ערכות 64 שח ליחידה סכה 320 שח, , 0000-00-00 00:00:00,0,0,2126,320,0,0,0,0,0,0,0,0,0, , , ,0,0,0
1300, heb,1,0,0,0,0, 6 ערכות  63 שח ליחידה סכה 378 שח, , 0000-00-00 00:00:00,0,0,2127,378,0,0,0,0,0,0,0,0,0, , , ,0,0,0
1302, heb,1,0,0,0,0, 7 ערכות 62 שח ליחידה סכה 434 שח, , 0000-00-00 00:00:00,0,0,2128,434,0,0,0,0,0,0,0,0,0, , , ,0,0,0
1304, heb,1,0,0,0,0, 8 ערכות 61 שח ליחידה סכה 488 שח, , 0000-00-00 00:00:00,0,0,2129,488,0,0,0,0,0,0,0,0,0, , , ,0,0,0
1306, heb,1,0,0,0,0, 9 ערכות 60 שח ליחידה סכה 540 שח, , 0000-00-00 00:00:00,0,0,2130,540,0,0,0,0,0,0,0,0,0, , , ,0,0,0
1308, heb,1,0,0,0,0, 10 ערכות 59 שח ליחידה סכה 590 שח, , 0000-00-00 00:00:00,0,0,2131,590,0,0,0,0,0,0,0,0,0, , , ,0,0,0
1310, heb,1,0,0,0,0, מארז ערכות יצירה חד קרן  יש להיכנס לתוך המוצר ולבחור כמות, המחיר יורד בהתאם לבחירת הכמות,2024-01-03 12:53:31,0,1,2133,64,0,0,0,0,0,1,0,0,0, , , normal,0,1,0
1312, heb,1,0,0,0,0, 5 ערכות 64 שח ליחידה סכה 320 שח, , 0000-00-00 00:00:00,0,0,2134,320,0,0,0,0,0,0,0,0,0, , , ,0,0,0
1314, heb,1,0,0,0,0, 6 ערכות 63 שח ליחידה סכה 378 שח, , 0000-00-00 00:00:00,0,0,2135,378,0,0,0,0,0,0,0,0,0, , , ,0,0,0
1316, heb,1,0,0,0,0, 7 ערכות 62 שח ליחידה סכה 434 שח, , 0000-00-00 00:00:00,0,0,2136,434,0,0,0,0,0,0,0,0,0, , , ,0,0,0
1318, heb,1,0,0,0,0,  8 ערכות 61 שח ליחידה סכה 488 שח, , 0000-00-00 00:00:00,0,0,2137,488,0,0,0,0,0,0,0,0,0, , , ,0,0,0
1320, heb,1,0,0,0,0, 9 ערכות 60 שח ליחידה סכה 540 שח, , 0000-00-00 00:00:00,0,0,2138,540,0,0,0,0,0,0,0,0,0, , , ,0,0,0
1322, heb,1,0,0,0,0, 10 ערכות 59 שח ליחידה סכה 590  שח, , 0000-00-00 00:00:00,0,0,2139,590,0,0,0,0,0,0,0,0,0, , , ,0,0,0
1330, heb,1,0,0,0,0, ביצי קלקר בשלל צבעים 6 יח במארז, ,2023-02-05 09:36:34,0,0,117,5.9,0,0,0,0,0,1,0,0,0, , , normal,0,1,0
1332, heb,0,0,0,0,0, ביצים ורודות, , 0000-00-00 00:00:00,0,0,117,3.9,0,0,0,0,0,0,0,0,0, , , ,0,0,0
1334, heb,0,0,0,0,0, ביצים סגולות, , 0000-00-00 00:00:00,0,0,118,3.9,0,0,0,0,0,0,0,0,0, , , ,0,0,0
1336, heb,0,0,0,0,0, ביצים לבנות, , 0000-00-00 00:00:00,0,0,119,3.9,0,0,0,0,0,0,0,0,0, , , ,0,0,0
1338, heb,0,0,0,0,0, ביצים תכלת, , 0000-00-00 00:00:00,0,0,120,3.9,0,0,0,0,0,0,0,0,0, , , ,0,0,0
1340, heb,0,0,0,0,0, ביצים כתום חום, , 0000-00-00 00:00:00,0,0,121,3.9,0,0,0,0,0,0,0,0,0, , , ,0,0,0
1342, heb,0,0,0,0,0, ביצים ירוקות, , 0000-00-00 00:00:00,0,0,122,3.9,0,0,0,0,0,0,0,0,0, , , ,0,0,0
1344, heb,0,0,0,0,0, ביצים צהובות, , 0000-00-00 00:00:00,0,0,123,3.9,0,0,0,0,0,0,0,0,0, , , ,0,0,0
1353, heb,1,0,0,0,0, גמד ובידו זר פרחים, ,2023-02-01 16:44:45,71,0,1104,9.9,0,0,0,0,0,1,0,0,0, , , normal,0,1,0
1355, heb,1,0,0,0,0, גדר כחולה 10 יח, , 0000-00-00 00:00:00,0,0, ,24.9,0,0,0,0,0,0,0,0,0, , , ,0,0,0
1357, heb,1,0,0,0,0, גדר חומה 10 יח, , 0000-00-00 00:00:00,0,0, ,24.9,0,0,0,0,0,0,0,0,0, , , ,0,0,0
1359, heb,1,0,0,0,0, גדר טבעית 10 יח, , 0000-00-00 00:00:00,0,0, ,24.9,0,0,0,0,0,0,0,0,0, , , ,0,0,0
1361, heb,1,0,0,0,0, חד קרן ורוד, , 0000-00-00 00:00:00,0,0,154,6.9,0,0,0,0,0,0,0,0,0, , , ,0,0,0
1363, heb,1,0,0,0,0, חד קרן ורוד עם כנפים, , 0000-00-00 00:00:00,0,0,155,6.9,0,0,0,0,0,0,0,0,0, , , ,0,0,0
1365, heb,1,0,0,0,0, חד קרן סגול, , 0000-00-00 00:00:00,0,0,160,6.9,0,0,0,0,0,0,0,0,0, , , ,0,0,0
1367, heb,1,0,0,0,0, חד קרן סגול עם כנפים, , 0000-00-00 00:00:00,0,0,161,6.9,0,0,0,0,0,0,0,0,0, , , ,0,0,0
1369, heb,1,0,0,0,0, רביעיית חד קרן, , 0000-00-00 00:00:00,0,0,153,24,0,0,0,0,0,0,0,0,0, , , ,0,0,0
1371, heb,1,0,0,0,0, סלסלת קש לבנה לפירות פרחים ופטריות מניאטורי, גודל מיניאטורי כ- 4 סמ ידית כ3 סמ,2023-02-22 07:54:22,0,0,1428,7.9,0,0,0,0,0,1,0,0,0, , , normal,0,1,0
1373, heb,1,0,0,0,0, שרביט קסמים קטנה כסופה, ,2023-01-06 16:55:47,0,0,3029,2.5,0,0,0,0,0,1,0,0,0, , , normal,0,1,0
1381, heb,1,0,0,0,0, מארז שרביט קסמים 10 יח, גודל מיניאטורי כ- 3 סמ,2023-01-06 16:55:47,0,0,3068,17.9,0,0,0,0,0,1,0,0,0, , , normal,0,1,0
1386, heb,1,0,0,0,0, פירות אדר ירוקים  מיניאטורי, ,2023-02-22 07:52:02,0,0,1006,5.9,0,0,0,0,0,1,0,0,0, , , normal,0,1,0
1388, heb,1,0,0,0,0, פירות אדר ירוקים מקולפים  מיניאטורי, ,2023-02-22 07:52:02,0,0,1007,5.9,0,0,0,0,0,1,0,0,0, , , normal,0,1,0
1390, heb,1,0,0,0,0, פירות אדר כתומים  מיניאטורי, ,2023-02-22 07:52:02,0,0,1008,5.9,0,0,0,0,0,1,0,0,0, , , normal,0,1,0
1394, heb,1,0,0,0,0, פירות אדר כתומים מקולפים  מיניאטורי, ,2023-02-22 07:52:02,0,0,1009,5.9,0,0,0,0,0,1,0,0,0, , , normal,0,1,0
1396, heb,1,0,0,0,0, פירות יער פטל  מיניאטורי, ,2023-02-22 07:42:42,0,0,1010,5.9,0,0,0,0,0,1,0,0,0, , , normal,0,1,0
1398, heb,1,0,0,0,0, פירות יער ענבים  מיניאטורי, ,2023-02-22 07:42:42,0,0,1011,5.9,0,0,0,0,0,1,0,0,0, , , normal,0,1,0
1400, heb,1,0,0,0,0," 4 ספרונים קסומים בסגנון רטרו מיניאטורים כ 2 ס""מ"," אביזרים לבית בובות, מיניאטורות לבית בובות, יצירה מיניאטורית",2023-04-21 10:03:58,0,0,803,9.9,0,0,0,0,0,1,0,0,0, , , normal,0,1,0
1402, heb,1,0,0,0,0," 4 ספרונים קסומים בסגנון וינטז' כ 2 ס""מ"," אביזרים לבית בובות, מיניאטורות לבית בובות, יצירה מיניאטורית",2023-04-21 10:03:58,0,0,804,9.9,0,0,0,0,0,1,0,0,0, , , normal,0,1,0
1408, heb,1,0,0,0,0, אבנים צבעוניות 250 גרם, ,2023-02-05 16:46:16,0,0,5042,5.9,0,0,0,0,0,1,0,0,0, , , normal,0,1,0
1410, heb,1,0,0,0,0, מארז ערכות אגם הברבורים להפעלת יצירה בימי הולדת," ערכת יצירה אגם הברבורים בהנחת כמות, 64-59 שח ליחידה במקום 69 שח בהזמנת 5 ערכות ומעלה. המחיר יורד בהתאם לבחירת הכמות",2024-01-03 12:35:16,0,0,2117,64,0,0,0,0,0,1,0,0,0, , , normal,0,1,0
1412, heb,1,0,0,0,0, מארז ערכות פיקניק חיות היער  יש להיכנס לתוך המוצר ולבחור כמות, המחיר יורד בהתאם לבחירת הכמות,2024-01-04 07:51:00,0,0,2141,64,0,0,0,0,0,1,0,0,0, , , normal,0,1,0
1414, heb,1,0,0,0,0, מארז ערכות עמק הסוסים  יש להיכנס לתוך המוצר ולבחור כמות, המחיר יורד בהתאם לכמות,2024-01-04 08:06:59,0,0,2149,54,0,0,0,0,0,1,0,0,0, , , normal,0,1,0
1416, heb,1,0,0,0,0, 5 ערכות 54 שח ליחידה סכה  270 שח, , 0000-00-00 00:00:00,0,0,2150,270,0,0,0,0,0,0,0,0,0, , , ,0,0,0
1418, heb,1,0,0,0,0, 6 ערכות 53 שח ליחידה סכה  318 שח, , 0000-00-00 00:00:00,0,0,2151,318,0,0,0,0,0,0,0,0,0, , , ,0,0,0
1420, heb,1,0,0,0,0, 7 ערכות 52 שח ליחידה סכה  364 שח, , 0000-00-00 00:00:00,0,0,2152,364,0,0,0,0,0,0,0,0,0, , , ,0,0,0
1422, heb,1,0,0,0,0, 8 ערכות 51 שח ליחידה סכה  408 שח, , 0000-00-00 00:00:00,0,0,2153,408,0,0,0,0,0,0,0,0,0, , , ,0,0,0
1424, heb,1,0,0,0,0, 9 ערכות 50 שח ליחידה סכה 450 שח, , 0000-00-00 00:00:00,0,0,2154,450,0,0,0,0,0,0,0,0,0, , , ,0,0,0
1426, heb,1,0,0,0,0, 10 ערכות 49 שח ליחידה סכה 490 שח , , 0000-00-00 00:00:00,0,0,2155,490,0,0,0,0,0,0,0,0,0, , , ,0,0,0
1428, heb,1,0,0,0,0, 5 ערכות 64 שח ליחידה סכה 320 שח, , 0000-00-00 00:00:00,0,0,2142,320,0,0,0,0,0,0,0,0,0, , , ,0,0,0
1430, heb,1,0,0,0,0, 6 ערכות 63 שח ליחידה סכה 378 שח, , 0000-00-00 00:00:00,0,0,2143,378,0,0,0,0,0,0,0,0,0, , , ,0,0,0
1432, heb,1,0,0,0,0, 7 ערכות 62 שח ליחידה סכה 434 שח, , 0000-00-00 00:00:00,0,0,2144,434,0,0,0,0,0,0,0,0,0, , , ,0,0,0
1434, heb,1,0,0,0,0, 8 ערכות 61 שח ליחידה סכה 488 שח, , 0000-00-00 00:00:00,0,0,2145,488,0,0,0,0,0,0,0,0,0, , , ,0,0,0
1436, heb,1,0,0,0,0, 9 ערכות 60 שח ליחידה סכה 540 שח, , 0000-00-00 00:00:00,0,0,2146,540,0,0,0,0,0,0,0,0,0, , , ,0,0,0
1438, heb,1,0,0,0,0, 10 ערכות 59 שח ליחידה סכה 590שח, , 0000-00-00 00:00:00,0,0,2147,590,0,0,0,0,0,0,0,0,0, , , ,0,0,0
1440, heb,1,0,0,0,0, 5 ערכות 64 שח ליחידה סכה 320 שח, , 0000-00-00 00:00:00,0,0,2118,320,0,0,0,0,0,0,0,0,0, , , ,0,0,0
1442, heb,1,0,0,0,0, 6 ערכות 63 שח ליחידה סכה 378 שח, , 0000-00-00 00:00:00,0,0,2119,378,0,0,0,0,0,0,0,0,0, , , ,0,0,0
1444, heb,1,0,0,0,0, 7 ערכות 62 שח ליחידה סכה 434 שח, , 0000-00-00 00:00:00,0,0,2110,434,0,0,0,0,0,0,0,0,0, , , ,0,0,0
1446, heb,1,0,0,0,0, 8 ערכות 61 שח ליחידה סכה 488 שח, , 0000-00-00 00:00:00,0,0,2111,488,0,0,0,0,0,0,0,0,0, , , ,0,0,0
1448, heb,1,0,0,0,0, 9 ערכות 60 שח ליחידה סכה 540 שח, , 0000-00-00 00:00:00,0,0,2112,540,0,0,0,0,0,0,0,0,0, , , ,0,0,0
1450, heb,1,0,0,0,0, 10 ערכות 59 שח ליחידה סכה 590 שח, , 0000-00-00 00:00:00,0,0,2113,590,0,0,0,0,0,0,0,0,0, , , ,0,0,0
1452, heb,1,0,0,0,0," מארז 3 ערכות יצירה בקופסה היער המופלא, גן פיות, גן גמדים", מארז שלישיית ערכות יצירה  במחיר מיוחד  אין כפל מבצעים,2023-01-06 16:42:59,0,0,2156,399,0,0,0,0,0,1,0,0,0, , , normal,0,1,0
1458, heb,1,0,0,0,0, צמחיה ירוקה אורן 3 יח, ,2024-02-18 15:54:26,0,0,1436,4.9,0,0,0,0,0,1,0,0,0, , , normal,0,1,0
1460, heb,1,0,0,0,0, צמחיה ירוקה אורן 10 יח, ,2024-02-18 15:54:26,0,0,1452,9.9,0,0,0,0,0,1,0,0,0, , , normal,0,1,0
1462, heb,1,0,0,0,0, צמחיה ירוקה אשוח 3 יח, ,2024-02-18 15:54:26,0,0,1445,4.9,0,0,0,0,0,1,0,0,0, , , normal,0,1,0
1464, heb,1,0,0,0,0, בקבוק אבק פיות ורוד להגשמת משאלות , ,2023-10-06 17:34:48,0,0,3026,5.9,0,0,0,0,0,1,0,0,0, , , normal,0,1,0
1466, heb,1,0,0,0,0, אבק פיות ורוד, , 0000-00-00 00:00:00,0,0,3026,5.9,0,0,0,0,0,0,0,0,0, , , ,0,0,0
1468, heb,1,0,0,0,0, אבק פיות תכלת, , 0000-00-00 00:00:00,0,0,3027,5.9,0,0,0,0,0,0,0,0,0, , , ,0,0,0
1470, heb,1,0,0,0,0, אבק פיות סגול, , 0000-00-00 00:00:00,0,0,3028,5.9,0,0,0,0,0,0,0,0,0, , , ,0,0,0
1472, heb,1,0,0,0,0, שרביט קסם קטנה, , 0000-00-00 00:00:00,0,0,3029,2,0,0,0,0,0,0,0,0,0, , , ,0,0,0
1474, heb,1,0,0,0,0, שרביט קסם כסופה, , 0000-00-00 00:00:00,0,0,3030,2.5,0,0,0,0,0,0,0,0,0, , , ,0,0,0
1476, heb,1,0,0,0,0, שרביט קסם זהובה, , 0000-00-00 00:00:00,0,0,3031,2.5,0,0,0,0,0,0,0,0,0, , , ,0,0,0
1478, heb,1,0,0,0,0, שרביט קסם ברונזה, , 0000-00-00 00:00:00,0,0,3032,2.5,0,0,0,0,0,0,0,0,0, , , ,0,0,0
1480, heb,1,0,0,0,0, בקבוק אבק פיות תכלת להגשמת משאלות , ,2023-10-06 17:34:48,0,0,3027,5.9,0,0,0,0,0,1,0,0,0, , , normal,0,1,0
1482, heb,1,0,0,0,0, אבק פיות ורוד, , 0000-00-00 00:00:00,0,0,3026,5.9,0,0,0,0,0,0,0,0,0, , , ,0,0,0
1484, heb,1,0,0,0,0, אבק פיות תכלת, , 0000-00-00 00:00:00,0,0,3027,5.9,0,0,0,0,0,0,0,0,0, , , ,0,0,0
1486, heb,1,0,0,0,0, אבק פיות סגול, , 0000-00-00 00:00:00,0,0,3028,5.9,0,0,0,0,0,0,0,0,0, , , ,0,0,0
1488, heb,1,0,0,0,0, שרביט קסם קטנה, , 0000-00-00 00:00:00,0,0,3029,2,0,0,0,0,0,0,0,0,0, , , ,0,0,0
1490, heb,1,0,0,0,0, שרביט קסם כסופה, , 0000-00-00 00:00:00,0,0,3030,2.5,0,0,0,0,0,0,0,0,0, , , ,0,0,0
1492, heb,1,0,0,0,0, שרביט קסם זהובה, , 0000-00-00 00:00:00,0,0,3031,2.5,0,0,0,0,0,0,0,0,0, , , ,0,0,0
1494, heb,1,0,0,0,0, שרביט קסם ברונזה, , 0000-00-00 00:00:00,0,0,3032,2.5,0,0,0,0,0,0,0,0,0, , , ,0,0,0
1496, heb,1,0,0,0,0, בקבוק אבק פיות סגול להגשמת משאלות , ,2023-10-06 17:34:48,0,0,3028,5.9,0,0,0,0,0,1,0,0,0, , , normal,0,1,0
1498, heb,1,0,0,0,0, אבק פיות ורוד, , 0000-00-00 00:00:00,0,0,3026,5.9,0,0,0,0,0,0,0,0,0, , , ,0,0,0
1500, heb,1,0,0,0,0, אבק פיות תכלת, , 0000-00-00 00:00:00,0,0,3027,5.9,0,0,0,0,0,0,0,0,0, , , ,0,0,0
1502, heb,1,0,0,0,0, אבק פיות סגול, , 0000-00-00 00:00:00,0,0,3028,5.9,0,0,0,0,0,0,0,0,0, , , ,0,0,0
1504, heb,1,0,0,0,0, שרביט קסם קטנה, , 0000-00-00 00:00:00,0,0,3029,2,0,0,0,0,0,0,0,0,0, , , ,0,0,0
1506, heb,1,0,0,0,0, שרביט קסם כסופה, , 0000-00-00 00:00:00,0,0,3030,2.5,0,0,0,0,0,0,0,0,0, , , ,0,0,0
1508, heb,1,0,0,0,0, שרביט קסם זהובה, , 0000-00-00 00:00:00,0,0,3031,2.5,0,0,0,0,0,0,0,0,0, , , ,0,0,0
1510, heb,1,0,0,0,0, שרביט קסם ברונזה, , 0000-00-00 00:00:00,0,0,3032,2.5,0,0,0,0,0,0,0,0,0, , , ,0,0,0
1512, heb,1,0,0,0,0, פעמונים מיניאטורים מארז 10 יח," לקישוט ויצירה מעולם האגדות, דלת קסמים, דלת פיות, דלת גמדים",2024-02-20 20:00:42,100,0,3000,8.9,0,0,0,0,0,1,0,0,0, , , normal,0,1,0
1514, heb,1,0,0,0,0, מפתח קסום מיניאטורי 3 יח, ,2023-01-06 16:55:47,0,0,3059,4.9,0,0,0,0,0,1,0,0,0, , , normal,0,1,0
1522, heb,1,0,0,0,0, מארז 10 יח ספר משאלות ומפתח קסמים מיניאטורים ," מחברת מיניאטורית, ספר משאלות, אביזרים לבית בובות, מיניאטורות לבית בובות",2024-02-20 20:30:11,40,0,3069,39.9,0,0,0,0,0,1,0,0,0, , , normal,0,1,0
1524, heb,1,0,0,0,0, מארז 3 יח ספר משאלות ומפתח קסמים מיניאטורים , מחברת מיניאטורית ספר משאלות אוצרות קסומים אביזרים לבית בובות,2024-02-20 20:30:11,40,0,3068,13.9,0,0,0,0,0,1,0,0,0, , , normal,0,1,0
1526, heb,1,0,0,0,0, מארז 7 גמדים, ,2023-02-01 16:44:45,71,0,1108,65.9,0,0,0,0,0,1,0,0,0, , , normal,0,1,0
