 cs, lang, valid, onsale, homepage, mailist, special, txt_title, txt_summary, rdate, stock, hide_stock_end, catalog_num, site_price, club_price, pricelist_price, buy_price, cash_price, delivery_price, vat_included, profit_percent, supply_days, payments, txt_warranty, txt_model, sale_type, product_type, delivery_points, supplier_id
729, heb,1,0,0,0,0, מארז 10 תיקי אוצרות 90 שח, , 0000-00-00 00:00:00,0,0,3024,90,0,0,0,0,0,0,0,0,0, , , ,0,0,0
743, heb,1,0,0,0,0, מארז ערכות עששית יער פיות יש להיכנס למוצר ולבחור כמות,  המחיר יורד בהתאם לבחירת הכמות,2023-02-07 12:01:07,0,0,2060,54,0,0,0,0,0,1,0,0,0, , , normal,0,1,0
745, heb,1,0,0,0,0, מארז ערכות טרריום גמדים בחר כמות," ערכת יצירה טרריום גמדים בהנחת כמות, החל מ 54 שח ליחידה במקום 59 שח בהזמנת 5 ערכות ומעלה. המחיר יורד בהתאם לבחירת הכמות",2023-02-26 11:18:13,0,0,2053,54,0,0,0,0,0,1,0,0,0, , , normal,0,1,0
747, heb,1,0,0,0,0, 5 ערכות 54 שח ליחידה סכה 270 שח, , 0000-00-00 00:00:00,0,0,2061,270,0,0,0,0,0,0,0,0,0, , , ,0,0,0
749, heb,1,0,0,0,0, 6 ערכות 53 שח ליחידה סכה 318 שח, , 0000-00-00 00:00:00,0,0,2062,318,0,0,0,0,0,0,0,0,0, , , ,0,0,0
751, heb,1,0,0,0,0, 7 ערכות 52 שח ליחידה סכה 364 שח, , 0000-00-00 00:00:00,0,0,2063,364,0,0,0,0,0,0,0,0,0, , , ,0,0,0
753, heb,1,0,0,0,0, 8 ערכות 51 שח ליחידה  סכה 408 שח, , 0000-00-00 00:00:00,0,0,2064,408,0,0,0,0,0,0,0,0,0, , , ,0,0,0
755, heb,1,0,0,0,0, 9 ערכות 50 שח ליחידה סכה 450 שח, , 0000-00-00 00:00:00,0,0,2065,450,0,0,0,0,0,0,0,0,0, , , ,0,0,0
757, heb,1,0,0,0,0, 10 ערכות 49 שח ליחידה סכה 490 שח, , 0000-00-00 00:00:00,0,0,2066,490,0,0,0,0,0,0,0,0,0, , , ,0,0,0
759, heb,1,0,0,0,0, 5 ערכות 54 שח ליחידה סכה 270 שח, , 0000-00-00 00:00:00,0,0,2054,270,0,0,0,0,0,0,0,0,0, , , ,0,0,0
761, heb,1,0,0,0,0, 6 ערכות 53 שח ליחידה סכה 318 שח, , 0000-00-00 00:00:00,0,0,2055,318,0,0,0,0,0,0,0,0,0, , , ,0,0,0
763, heb,1,0,0,0,0, 7 ערכות 52 שח ליחידה סכה 364 שח, , 0000-00-00 00:00:00,0,0,2056,364,0,0,0,0,0,0,0,0,0, , , ,0,0,0
765, heb,1,0,0,0,0, 8 ערכות 51 שח ליחידה סכה 408 שח, , 0000-00-00 00:00:00,0,0,2057,408,0,0,0,0,0,0,0,0,0, , , ,0,0,0
767, heb,1,0,0,0,0, 9 ערכות 50 שח ליחידה סכה 450 שח, , 0000-00-00 00:00:00,0,0,2058,450,0,0,0,0,0,0,0,0,0, , , ,0,0,0
769, heb,1,0,0,0,0, 10 ערכות 49 שח ליחידה סכה 490 שח, , 0000-00-00 00:00:00,0,0,2059,490,0,0,0,0,0,0,0,0,0, , , ,0,0,0
771, heb,0,0,0,0,0, מארז פיות יער 16 יח, ,2023-02-01 15:47:42,0,1,600,349,0,0,0,0,0,1,0,0,0, , , normal,0,1,0
773, heb,1,0,0,0,0, מארז 6 פיות פרחים לעציץ, ,2023-02-01 15:47:42,0,0,763,113,0,0,0,0,0,1,0,0,0, , , normal,0,1,0
775, heb,1,0,0,0,2, שרביט קסם זהב, גודל מיניאטורי כ- 4 סמ,2023-01-06 16:55:47,0,0,515,2.5,0,0,0,0,0,1,0,0,0, , , normal,0,1,0
777, heb,1,0,0,0,1, מפתח קסמים זהב, ,2023-01-06 16:55:47,0,0,520,2.5,0,0,0,0,0,1,0,0,0, , , normal,0,1,0
779, heb,1,0,0,0,0, מארז ערכות עששית פיה בחר כמות," ערכת יצירה עששית פיה בהנחת כמות, החל מ 54 שח ליחידה במקום 59 שח בהזמנת 5 ערכות ומעלה. המחיר יורד בהתאם לבחירת הכמות",2023-02-07 12:01:07,0,0,2081,54,0,0,0,0,0,1,0,0,0, , , normal,0,1,0
781, heb,1,0,0,0,0, 5 ערכות 54 שח ליחידה סכה 270 שח, , 0000-00-00 00:00:00,0,0,2082,270,0,0,0,0,0,0,0,0,0, , , ,0,0,0
783, heb,1,0,0,0,0, 6 ערכות 53 שח ליחידה סכה 318 שח , , 0000-00-00 00:00:00,0,0,2083,318,0,0,0,0,0,0,0,0,0, , , ,0,0,0
785, heb,1,0,0,0,0, 7 ערכות 52 שח ליחידה סכה 364 שח, , 0000-00-00 00:00:00,0,0,2084,364,0,0,0,0,0,0,0,0,0, , , ,0,0,0
787, heb,1,0,0,0,0, 8 ערכות 51 שח ליחידה סכה 408 שח, , 0000-00-00 00:00:00,0,0,2085,408,0,0,0,0,0,0,0,0,0, , , ,0,0,0
789, heb,1,0,0,0,0, 9 ערכות 50 שח ליחידה סכה 450 שח, , 0000-00-00 00:00:00,0,0,2086,450,0,0,0,0,0,0,0,0,0, , , ,0,0,0
791, heb,1,0,0,0,0, 10 ערכות 49 שח ליחידה סכה 490 שח, , 0000-00-00 00:00:00,0,0,2087,490,0,0,0,0,0,0,0,0,0, , , ,0,0,0
799, heb,1,0,1,0,0, ערכת יצירה עששית פיה , ,2023-02-07 12:01:07,0,0,2088,59,0,0,0,0,0,1,0,0,0, , , normal,0,1,0
801, heb,1,0,0,0,0, מארז ערכות עששית דרקון יש להיכנס לתוך המוצר ולבחור כמות, המחיר יורד בהתאם לבחירת הכמות,2023-02-07 12:01:07,0,0,2089,54,0,0,0,0,0,1,0,0,0, , , normal,0,1,0
803, heb,1,0,0,0,0, 5 ערכות 54 שח ליחידה סכה 270 שח, , 0000-00-00 00:00:00,0,0,2090,270,0,0,0,0,0,0,0,0,0, , , ,0,0,0
805, heb,1,0,0,0,0, 6 ערכות 53 שח ליחידה סכה 318 שח, , 0000-00-00 00:00:00,0,0,2091,318,0,0,0,0,0,0,0,0,0, , , ,0,0,0
807, heb,1,0,0,0,0, 7 ערכות 52 שח ליחידה סכה 364 שח, , 0000-00-00 00:00:00,0,0,2092,364,0,0,0,0,0,0,0,0,0, , , ,0,0,0
809, heb,1,0,0,0,0, 8 ערכות 51 שח ליחידה סכה 408 שח, , 0000-00-00 00:00:00,0,0,2093,408,0,0,0,0,0,0,0,0,0, , , ,0,0,0
811, heb,1,0,0,0,0, 9 ערכות 50 שח ליחידה סכה 450 שח, , 0000-00-00 00:00:00,0,0,2094,450,0,0,0,0,0,0,0,0,0, , , ,0,0,0
813, heb,1,0,0,0,0, 10 ערכות 49 שח ליחידה סכה 490 שח, , 0000-00-00 00:00:00,0,0,2095,490,0,0,0,0,0,0,0,0,0, , , ,0,0,0
827, heb,1,0,11,0,0, ערכת יצירה עששית דרקון, ,2023-02-07 12:01:07,0,0,2067,59,0,0,0,0,0,1,0,0,0, , , normal,0,1,0
829, heb,1,0,0,0,0, ערכת יצירה גן קסום בעציץ, ,2023-05-19 15:25:13,0,0,2097,69,0,0,0,0,0,1,0,0,0, , , normal,0,1,0
841, heb,1,0,0,0,0, מארז ערכות גן קסום בעציץ בחר כמות," ערכת יצירה גן קסום בעציץ בהנחת כמות, החל מ 64 שח ליחידה במקום 69 שח בהזמנת 5 ערכות ומעלה. המחיר יורד בהתאם לבחירת הכמות",2023-05-19 15:25:13,0,0,2100,64,0,0,0,0,0,1,0,0,0, , , normal,0,1,0
843, heb,1,0,0,0,0, 5 ערכות 64 שח ליחידה סכה 320 שח, , 0000-00-00 00:00:00,0,0,2101,320,0,0,0,0,0,0,0,0,0, , , ,0,0,0
845, heb,1,0,0,0,0, 6 ערכות 63 שח ליחידה סכה 378 שח, , 0000-00-00 00:00:00,0,0,2102,378,0,0,0,0,0,0,0,0,0, , , ,0,0,0
847, heb,1,0,0,0,0, 7 ערכות 62 שח ליחידה סכה 434 שח, , 0000-00-00 00:00:00,0,0,2103,434,0,0,0,0,0,0,0,0,0, , , ,0,0,0
849, heb,1,0,0,0,0, 8 ערכות 61 שח ליחידה סכה 488 שח, , 0000-00-00 00:00:00,0,0,2104,488,0,0,0,0,0,0,0,0,0, , , ,0,0,0
851, heb,1,0,0,0,0, 9 ערכות 60 שח ליחידה סכה 540 שח, , 0000-00-00 00:00:00,0,0,2105,540,0,0,0,0,0,0,0,0,0, , , ,0,0,0
853, heb,1,0,0,0,0, 10 ערכות 59 שח ליחידה סכה 590 שח, , 0000-00-00 00:00:00,0,0,2106,590,0,0,0,0,0,0,0,0,0, , , ,0,0,0
861, heb,1,0,3,0,0, ערכת יצירה היער המופלא, ,2023-01-06 16:42:59,0,0,2107,149,0,0,0,0,0,1,0,0,0, , , normal,0,1,0
863, heb,1,0,0,0,0, זוג במבי מתוק מסיפורי האגדות , ,2023-07-17 18:55:20,200,0,133,8.9,0,0,0,0,0,1,0,0,0, , , normal,0,1,0
865, heb,1,0,0,0,0, ברבור לבן, ,2023-07-17 19:01:59,0,0,134,3.9,0,0,0,0,0,1,0,0,0, , , normal,0,1,0
867, heb,1,0,0,0,0, דלת קסומה מהאגדות, ,2023-07-17 19:06:58,0,0,302,5.5,0,0,0,0,0,1,0,0,0, , , normal,0,1,0
869, heb,1,0,0,0,0, דבק סיליקון חזק, ,2023-07-17 19:10:51,0,0,5000,5.9,0,0,0,0,0,1,0,0,0, , , normal,0,1,0
871, heb,1,0,0,0,0, דבק פלסטי לבן, ,2023-07-17 19:14:48,0,0,5001,2.9,0,0,0,0,0,1,0,0,0, , , normal,0,1,0
873, heb,1,0,0,0,0, מכחולים 5 יח, ,2023-07-17 19:16:42,0,0,5002,6.9,0,0,0,0,0,1,0,0,0, , , normal,0,1,0
877, heb,1,0,0,0,0, עציץ/דלי פח 1 יח במארז, ,2023-10-04 21:32:30,0,0,203,9.9,0,0,0,0,0,1,0,0,0, , , normal,0,1,0
879, heb,1,0,0,0,0, ספסל דמוי עץ 1 יח בחר צבע, ,2023-10-05 08:05:04,100,0,1305,4.9,0,0,0,0,0,1,0,0,0, , , normal,0,1,0
881, heb,1,0,0,0,0, חום בהיר 4.90 שח, , 0000-00-00 00:00:00,0,0,1306,4.9,0,0,0,0,0,0,0,0,0, , , ,0,0,0
883, heb,1,0,0,0,0, חום 4.90 שח, , 0000-00-00 00:00:00,0,0,1307,4.9,0,0,0,0,0,0,0,0,0, , , ,0,0,0
885, heb,1,0,0,0,0, חום כהה 4.90 שח, , 0000-00-00 00:00:00,0,0,1308,4.9,0,0,0,0,0,0,0,0,0, , , ,0,0,0
887, heb,1,0,0,0,0, שלישיית ספסלים 12 שח, , 0000-00-00 00:00:00,0,0,1305,4.9,0,0,0,0,0,0,0,0,0, , , ,0,0,0
889, heb,1,0,0,0,0, ספסל דמוי עץ מארז 10 יחידות, ,2023-10-05 08:05:04,0,0,1309,35,0,0,0,0,0,1,0,0,0, , , normal,0,1,0
899, heb,1,0,0,0,0, ספסל לבן מיניאטורי 1 יח, ,2023-10-05 08:36:24,300,0,1301,3.5,0,0,0,0,0,1,0,0,0, , , normal,0,1,0
901, heb,1,0,0,0,0, ספסל עם לב 3.5 שח, , 0000-00-00 00:00:00,0,0,1301,3.5,0,0,0,0,0,0,0,0,0, , , ,0,0,0
903, heb,1,0,0,0,0, ספסל כפרי 3.5 שח, , 0000-00-00 00:00:00,0,0,1302,3.5,0,0,0,0,0,0,0,0,0, , , ,0,0,0
905, heb,1,0,0,0,0, זוג ספסלים לבנים 5.9 שח, , 0000-00-00 00:00:00,0,0,1310,5.9,0,0,0,0,0,0,0,0,0, , , ,0,0,0
907, heb,1,0,0,0,0, מארז 10 יחידות ספסל לבן, ,2023-10-05 08:36:24,0,0,1311,25,0,0,0,0,0,1,0,0,0, , , normal,0,1,0
909, heb,1,0,0,0,0, 10 יח ספסל עם לב , , 0000-00-00 00:00:00,0,0,1312,25,0,0,0,0,0,0,0,0,0, , , ,0,0,0
911, heb,1,0,0,0,0, 10 יח ספסל כפרי, , 0000-00-00 00:00:00,0,0,1313,25,0,0,0,0,0,0,0,0,0, , , ,0,0,0
913, heb,1,0,0,0,0, 10 יח ספסל לב וכפרי מעורב, , 0000-00-00 00:00:00,0,0,1311,25,0,0,0,0,0,0,0,0,0, , , ,0,0,0
918, heb,1,0,0,0,0, חד קרן קסום, ,2023-10-05 10:02:05,0,1,153,6.9,0,0,0,0,0,1,0,0,0, , , normal,0,1,0
920, heb,1,0,0,0,0, סוסי פרא 1 יח בחר צבע, ,2023-10-05 10:17:18,30,0,142,5.9,0,0,0,0,0,1,0,0,0, , , normal,0,1,0
922, heb,1,0,0,0,0, מארז 10 יחידות חד קרן קסום , חסר במלאי,2023-10-05 10:02:05,0,1,152,59.9,0,0,0,0,0,1,0,0,0, , , normal,0,1,0
924, heb,1,0,0,0,0, סוס חום, , 0000-00-00 00:00:00,0,0,143,5.9,0,0,0,0,0,0,0,0,0, , , ,0,0,0
926, heb,1,0,0,0,0, סוס שחור, , 0000-00-00 00:00:00,0,0,144,5.9,0,0,0,0,0,0,0,0,0, , , ,0,0,0
928, heb,1,0,0,0,0, סוס לבן כסוף, , 0000-00-00 00:00:00,0,0,145,5.9,0,0,0,0,0,0,0,0,0, , , ,0,0,0
930, heb,1,0,0,0,0, סוס לבן זהוב, , 0000-00-00 00:00:00,0,0,146,5.9,0,0,0,0,0,0,0,0,0, , , ,0,0,0
932, heb,1,0,0,0,0, זוג סוסים  מיניאטורים, ,2023-10-05 10:42:09,25,0,147,5.9,0,0,0,0,0,1,0,0,0, , , normal,0,1,0
934, heb,1,0,0,0,0, מארז סוסי פרא מיניאטורי 10 יחידות, ,2023-10-05 10:42:09,0,0,148,27.9,0,0,0,0,0,1,0,0,0, , , normal,0,1,0
936, heb,1,0,0,0,0, זוג ברבורים לבן ושחור, ,2023-10-05 11:03:06,0,0,159,5.9,0,0,0,0,0,1,0,0,0, , , normal,0,1,0
938, heb,1,0,0,0,0, זוג ברבורים גדול, , 0000-00-00 00:00:00,0,0,149,8.9,0,0,0,0,0,0,0,0,0, , , ,0,0,0
940, heb,1,0,0,0,0, זוג ברבורים בינוני, , 0000-00-00 00:00:00,0,0,150,8.9,0,0,0,0,0,0,0,0,0, , , ,0,0,0
942, heb,1,0,0,0,0, זוג ברבורים קטן, , 0000-00-00 00:00:00,0,0,151,7.9,0,0,0,0,0,0,0,0,0, , , ,0,0,0
944, heb,1,0,0,0,0, מארז פיות קאפקייק 24 יח, ,2023-10-05 11:27:12,0,0,764,29.9,0,0,0,0,0,1,0,0,0, , , normal,0,1,0
946, heb,1,0,0,0,0," משטח עגול ליצירה קוטר 20 ס""מ", ,2023-10-05 11:35:24,0,0,204,6.5,0,0,0,0,0,1,0,0,0, , , normal,0,1,0
948, heb,1,0,0,0,0, זוג ארנבונים לבנים, ,2023-10-05 12:02:28,0,0,156,6.9,0,0,0,0,0,1,0,0,0, , , normal,0,1,0
950, heb,1,0,0,0,0, שלט לגן שני צבעים, , 0000-00-00 00:00:00,0,0,1231,2.5,0,0,0,0,0,0,0,0,0, , , ,0,0,0
952, heb,1,0,0,0,0, שלט לגן ירוק, , 0000-00-00 00:00:00,0,0,1230,2.5,0,0,0,0,0,0,0,0,0, , , ,0,0,0
954, heb,1,0,0,0,0, גדר אדומה, , 0000-00-00 00:00:00,0,0,1225,3.5,0,0,0,0,0,0,0,0,0, , , ,0,0,0
956, heb,1,0,0,0,0, גדר כחולה, , 0000-00-00 00:00:00,0,0,1232,3.5,0,0,0,0,0,0,0,0,0, , , ,0,0,0
958, heb,1,0,0,0,0, גדר כתומה, , 0000-00-00 00:00:00,0,0,1233,3.5,0,0,0,0,0,0,0,0,0, , , ,0,0,0
960, heb,1,0,0,0,0, גדר חומה, , 0000-00-00 00:00:00,0,0,1234,3.5,0,0,0,0,0,0,0,0,0, , , ,0,0,0
962, heb,1,0,0,0,0, מארז 10 יח' שלט מעץ לגן , ,2023-02-05 09:27:11,0,0,1209,22.9,0,0,0,0,0,1,0,0,0, , , normal,0,1,0
964, heb,1,0,0,0,0, מארז 10 יח שלט אדום, , 0000-00-00 00:00:00,0,0,1235,22.9,0,0,0,0,0,0,0,0,0, , , ,0,0,0
966, heb,1,0,0,0,0, מארז 10 יח שלט ורוד, , 0000-00-00 00:00:00,0,0,1236,22.9,0,0,0,0,0,0,0,0,0, , , ,0,0,0
968, heb,1,0,0,0,0, מארז 10 יח שלט תכלת, , 0000-00-00 00:00:00,0,0,1237,22.9,0,0,0,0,0,0,0,0,0, , , ,0,0,0
970, heb,1,0,0,0,0, מארז 10 יח שלט  כחול, , 0000-00-00 00:00:00,0,0,1238,22.9,0,0,0,0,0,0,0,0,0, , , ,0,0,0
972, heb,1,0,0,0,0, מארז 10 יח שלט סגול, , 0000-00-00 00:00:00,0,0,1239,22.9,0,0,0,0,0,0,0,0,0, , , ,0,0,0
974, heb,1,0,0,0,0, מארז 10 יח שלט לבן, , 0000-00-00 00:00:00,0,0,1240,22.9,0,0,0,0,0,0,0,0,0, , , ,0,0,0
976, heb,1,0,0,0,0, מארז 10 יח שלט צהוב, , 0000-00-00 00:00:00,0,0,1241,22.9,0,0,0,0,0,0,0,0,0, , , ,0,0,0
978, heb,1,0,0,0,0, מארז 10 יח שלט כתום, , 0000-00-00 00:00:00,0,0,1242,22.9,0,0,0,0,0,0,0,0,0, , , ,0,0,0
980, heb,1,0,0,0,0, מארז 10 יח שלט  חום, , 0000-00-00 00:00:00,0,0,1243,22.9,0,0,0,0,0,0,0,0,0, , , ,0,0,0
982, heb,1,0,0,0,0, מארז 10 יח שלט שני צבעים, , 0000-00-00 00:00:00,0,0,1244,22.9,0,0,0,0,0,0,0,0,0, , , ,0,0,0
984, heb,1,0,0,0,0, מארז 10 יח שלט  ירוק, , 0000-00-00 00:00:00,0,0,1245,22.9,0,0,0,0,0,0,0,0,0, , , ,0,0,0
997, heb,1,0,0,0,0, מארז 10 יח מעורב, , 0000-00-00 00:00:00,0,0,1246,22.9,0,0,0,0,0,0,0,0,0, , , ,0,0,0
999, heb,1,0,0,0,0, זוג קיפודים מתוקים, ,2023-10-06 16:00:58,0,0,157,7.9,0,0,0,0,0,1,0,0,0, , , normal,0,1,0
1001, heb,1,0,0,0,0, מארז 5 יח' קיפודים מתוקים, ,2023-10-06 16:00:58,0,0,158,18.9,0,0,0,0,0,1,0,0,0, , , normal,0,1,0
1003, heb,1,0,0,0,0, זוג סנאים מתוקים, ,2023-10-06 16:31:33,150,0,135,7.9,0,0,0,0,0,1,0,0,0, , , normal,0,1,0
1005, heb,1,0,0,0,0, מארז 5 יח' סנאים מתוקים , ,2023-10-06 16:31:33,0,0,138,18.9,0,0,0,0,0,1,0,0,0, , , normal,0,1,0
1007, heb,1,0,0,0,0, 3 יחידות סנאי יערות כתום, ,2023-10-06 16:41:21,100,0,136,10.9,0,0,0,0,0,1,0,0,0, , , normal,0,1,0
1009, heb,1,0,0,0,0, זוג תרנגול ותרנגולת, ,2023-10-06 16:47:26,100,0,140,11.9,0,0,0,0,0,1,0,0,0, , , normal,0,1,0
1011, heb,1,0,0,0,0, נסיכות מעולם האגדות 1 יח בחר צבע, ,2023-10-06 16:53:54,0,0,1108,6.9,0,0,0,0,0,1,0,0,0, , , normal,0,1,0
1013, heb,1,0,0,0,0, נסיכה צהובה, , 0000-00-00 00:00:00,0,0,1109,6.9,0,0,0,0,0,0,0,0,0, , , ,0,0,0
1015, heb,1,0,0,0,0, נסיכה ורודה, , 0000-00-00 00:00:00,0,0,1110,6.9,0,0,0,0,0,0,0,0,0, , , ,0,0,0
1017, heb,1,0,0,0,0, נסיכה תכלת, , 0000-00-00 00:00:00,0,0,1111,6.9,0,0,0,0,0,0,0,0,0, , , ,0,0,0
1019, heb,1,0,0,0,0, נסיכה בורוד סגלגל, , 0000-00-00 00:00:00,0,0,1112,6.9,0,0,0,0,0,0,0,0,0, , , ,0,0,0
1021, heb,1,0,0,0,0, נסיכה בטורקיז, , 0000-00-00 00:00:00,0,0,1113,6.9,0,0,0,0,0,0,0,0,0, , , ,0,0,0
1023, heb,1,0,0,0,0, נסיכה בורוד בהיר, , 0000-00-00 00:00:00,0,0,1114,6.9,0,0,0,0,0,0,0,0,0, , , ,0,0,0
1025, heb,1,0,0,0,0, פיית יער  1 יח בחר צבע, ,2023-10-06 17:20:48,0,0,1115,7.9,0,0,0,0,0,1,0,0,0, , , normal,0,1,0
1027, heb,1,0,0,0,0, פיה ורודה, , 0000-00-00 00:00:00,0,0,1116,7.9,0,0,0,0,0,0,0,0,0, , , ,0,0,0
1029, heb,1,0,0,0,0, פיה כחולה, , 0000-00-00 00:00:00,0,0,1117,7.9,0,0,0,0,0,0,0,0,0, , , ,0,0,0
1031, heb,1,0,0,0,0, פיה צהובה, , 0000-00-00 00:00:00,0,0,1118,7.9,0,0,0,0,0,0,0,0,0, , , ,0,0,0
1033, heb,1,0,0,0,0, פיה חומה, , 0000-00-00 00:00:00,0,0,1119,7.9,0,0,0,0,0,0,0,0,0, , , ,0,0,0
1035, heb,1,0,0,0,0, מארז 6 נסיכות מעולם האגדות , ,2023-10-06 16:53:54,0,0,1121,39.9,0,0,0,0,0,1,0,0,0, , , normal,0,1,0
1049, heb,1,0,0,0,0, מארז 4 פיות יער, ,2023-10-06 17:20:48,0,0,1120,28.9,0,0,0,0,0,1,0,0,0, , , normal,0,1,0
1059, heb,1,0,0,0,0, 1 יח בקבוק אבק פיות להגשמת משאלות בחר צבע, ,2023-10-06 17:34:48,0,0,3025,5.9,0,0,0,0,0,1,0,0,0, , , normal,0,1,0
1061, heb,1,0,0,0,0, אבק פיות ורוד, , 0000-00-00 00:00:00,0,0,3026,5.9,0,0,0,0,0,0,0,0,0, , , ,0,0,0
1063, heb,1,0,0,0,0, אבק פיות תכלת, , 0000-00-00 00:00:00,0,0,3027,5.9,0,0,0,0,0,0,0,0,0, , , ,0,0,0
1065, heb,1,0,0,0,0, אבק פיות סגול, , 0000-00-00 00:00:00,0,0,3028,5.9,0,0,0,0,0,0,0,0,0, , , ,0,0,0
1067, heb,1,0,0,0,0, שרביט קסם קטנה, , 0000-00-00 00:00:00,0,0,3029,2.5,0,0,0,0,0,0,0,0,0, , , ,0,0,0
1069, heb,1,0,0,0,0, שרביט קסם כסופה, , 0000-00-00 00:00:00,0,0,3030,2.5,0,0,0,0,0,0,0,0,0, , , ,0,0,0
1071, heb,1,0,0,0,0, שרביט קסם זהובה, , 0000-00-00 00:00:00,0,0,3031,2.5,0,0,0,0,0,0,0,0,0, , , ,0,0,0
1073, heb,1,0,0,0,0, שרביט קסם ברונזה, , 0000-00-00 00:00:00,0,0,3032,2.5,0,0,0,0,0,0,0,0,0, , , ,0,0,0
1075, heb,1,0,0,0,0, 1 יח בקבוק אבקת קסם להגשמת משאלות בחר צבע, ,2023-10-06 17:34:48,0,0,3041,5.9,0,0,0,0,0,1,0,0,0, , , normal,0,1,0
1077, heb,1,0,0,0,0, אבקת קסם ורוד, , 0000-00-00 00:00:00,0,0,3042,5.9,0,0,0,0,0,0,0,0,0, , , ,0,0,0
1079, heb,1,0,0,0,0, אבקת קסם תכלת, , 0000-00-00 00:00:00,0,0,3043,5.9,0,0,0,0,0,0,0,0,0, , , ,0,0,0
1081, heb,1,0,0,0,0, אבקת קסם סגול, , 0000-00-00 00:00:00,0,0,3044,5.9,0,0,0,0,0,0,0,0,0, , , ,0,0,0
1098, heb,1,0,0,0,0, אבקת קסם ירוקה, , 0000-00-00 00:00:00,0,0,3045,5.9,0,0,0,0,0,0,0,0,0, , , ,0,0,0
1100, heb,1,0,0,0,0, אבקת קסם כתומה, , 0000-00-00 00:00:00,0,0,3046,5.9,0,0,0,0,0,0,0,0,0, , , ,0,0,0
1102, heb,1,0,0,0,0, שרביט קסם כסופה, , 0000-00-00 00:00:00,0,0,3030,2.5,0,0,0,0,0,0,0,0,0, , , ,0,0,0
1104, heb,1,0,0,0,0, שרביט קסם זהובה, , 0000-00-00 00:00:00,0,0,3031,2.5,0,0,0,0,0,0,0,0,0, , , ,0,0,0
1106, heb,1,0,0,0,0, שרביט קסם ברונזה, , 0000-00-00 00:00:00,0,0,3032,2.5,0,0,0,0,0,0,0,0,0, , , ,0,0,0
1108, heb,1,0,0,0,0, שרביט קסם קטנה, , 0000-00-00 00:00:00,0,0,3029,2.5,0,0,0,0,0,0,0,0,0, , , ,0,0,0
1110, heb,1,0,0,0,0, שלישיית בקבוקוני קסם קטנטנים, גודל מיניאטורי כ- 1.5 סמ,2023-10-08 16:57:15,0,0,3047,7.9,0,0,0,0,0,1,0,0,0, , , normal,0,1,0
1112, heb,1,0,0,0,0, מארז בקבוקוני קסם קטנטנים 10 יח', ,2023-10-08 16:57:15,0,0,3048,19.9,0,0,0,0,0,1,0,0,0, , , normal,0,1,0
1114, heb,1,0,0,0,0, בקבוקון אוצרות קסומים, ,2023-10-08 17:06:22,0,0,3049,5.9,0,0,0,0,0,1,0,0,0, , , normal,0,1,0
1120, heb,1,0,0,0,0, בקבוקון עם אבני חן בלבד, , 0000-00-00 00:00:00,0,0,3052,7.9,0,0,0,0,0,0,0,0,0, , , ,0,0,0
1122, heb,1,0,0,0,0, בקבוקון עם שרביט  ומפתח וקצת נצנצים, , 0000-00-00 00:00:00,0,0,3053,5.9,0,0,0,0,0,0,0,0,0, , , ,0,0,0
1124, heb,1,0,0,0,0, משטח עץ ליצירה קוטר 15 סמ, ,2023-10-05 11:35:24,0,0,205,4.9,0,0,0,0,0,1,0,0,0, , , normal,0,1,0
1126, heb,1,0,0,0,0, מארז 10 יח' משטח ליצירה קוטר 20 סמ, ,2023-10-05 11:35:24,0,1,206,55.9,0,0,0,0,0,1,0,0,0, , , normal,0,1,0
1128, heb,1,0,0,0,0, מארז 10 יח' משטח ליצירה קוטר 15 סמ, ,2023-10-05 11:35:24,0,0,207,49.9,0,0,0,0,0,1,0,0,0, , , normal,0,1,0
1130, heb,1,0,0,0,1, בקבוקוני קסם בצורות מארז 4 יח', גודל מיניאטורי כ- 2.5 סמ,2023-11-08 08:06:22,0,0,3054,14.9,0,0,0,0,0,1,0,0,0, , , normal,0,1,0
1132, heb,1,0,0,0,0, גדר טבעי, , 0000-00-00 00:00:00,0,0,1235,3.5,0,0,0,0,0,0,0,0,0, , , ,0,0,0
1134, heb,1,0,0,0,0, תוכים מארז 8 יח, ,2023-12-03 08:41:25,0,0,137,15.9,0,0,0,0,0,1,0,0,0, , , normal,0,1,0
1136, heb,1,0,0,0,0, בית פטריות גדול, ,2023-02-26 10:59:22,0,0,1504,8.9,0,0,0,0,0,1,0,0,0, , , normal,0,1,0
1138, heb,1,0,0,0,0, שולחן וכיסאות גן פרחוני, ,2023-12-03 09:02:23,0,0,1303,9.9,0,0,0,0,0,1,0,0,0, , , normal,0,1,0
1140, heb,1,0,0,0,0, שולחן וכיסאות גן חום כהה, ,2023-12-03 09:02:23,0,0,1304,9.9,0,0,0,0,0,1,0,0,0, , , normal,0,1,0
1142, heb,1,0,0,0,0, ארמון נסיכות ורוד לבבות, ,2023-12-03 09:15:00,0,0,1505,9.9,0,0,0,0,0,1,0,0,0, , , normal,0,1,0
1144, heb,1,0,0,0,0, ארמון נסיכות ורוד קצפת, ,2023-12-03 09:15:00,0,0,1506,9.9,0,0,0,0,0,1,0,0,0, , , normal,0,1,0
1146, heb,1,0,0,0,0, ארמון נסיכות סגול מנצנץ, ,2023-12-03 09:15:00,0,0,1507,9.9,0,0,0,0,0,1,0,0,0, , , normal,0,1,0
